Apartment_id,Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
3806,01-05-2022,2,18000,700,Ground out of 1,Carpet Area,Thiruvanmiyur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3807,25-06-2022,3,25000,1280,1 out of 1,Super Area,"MAHA BUILDERS, SAIMAA CASTLE, VELACHERY",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3808,11-06-2022,2,10000,700,Ground out of 2,Super Area,"Zamin Pallavaram, Pallavaram",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3809,01-07-2022,2,15000,980,1 out of 4,Super Area,Purasaiwakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3810,22-05-2022,2,15000,900,2 out of 2,Carpet Area,Ramapuram,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3811,06-07-2022,1,9000,450,1 out of 1,Super Area,Virugambakkam,Chennai,Unfurnished,Family,1,Contact Owner
3812,06-07-2022,2,14000,1200,2 out of 4,Super Area,Porur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3813,06-07-2022,2,8500,650,1 out of 2,Super Area,Jalladian Pet,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3814,19-05-2022,3,35000,,6 out of 11,Super Area,Old Mahabalipuram Road,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
3815,29-06-2022,2,10000,650,2 out of 3,Super Area,Arcot Road Virugambakkam,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
3816,30-05-2022,1,5000,450,2 out of 2,Carpet Area,Housing Board,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3817,10-06-2022,2,23000,900,3 out of 5,Carpet Area,besant nagar Chennai,Chennai,Unfurnished,Bachelors,2,Contact Owner
3818,14-06-2022,2,15000,550,2 out of 3,Super Area,Ashok Nagar,Chennai,Unfurnished,Family,1,Contact Owner
3819,14-06-2022,2,18500,750,Ground out of 3,Super Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3820,17-05-2022,2,28000,1000,2 out of 4,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3821,19-05-2022,3,32000,1050,4 out of 12,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent
3822,01-05-2022,1,14000,650,1 out of 3,Carpet Area,"Mattan Kuppam, Triplicane",Chennai,Furnished,Family,2,Contact Owner
3823,02-06-2022,1,7000,400,1 out of 3,Super Area,Injambakkam,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
3824,19-05-2022,3,33000,1075,7 out of 12,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent
3825,27-05-2022,3,100000,2000,3 out of 14,Carpet Area,Alwarpet,Chennai,Semi-Furnished,Bachelors,3,Contact Agent
3826,29-05-2022,2,18000,720,4 out of 5,Super Area,Kasturibai Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3827,16-06-2022,3,16000,1000,1 out of 3,Carpet Area,Ponniammanmedu,Chennai,Unfurnished,Bachelors,2,Contact Owner
3828,02-05-2022,1,8500,500,Ground out of 2,Super Area,Ayanavaram,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3829,25-06-2022,2,10000,900,Ground out of 3,Super Area,Nandivaram-Guduvancheri,Chennai,Furnished,Bachelors/Family,2,Contact Owner
3830,15-05-2022,2,13500,900,5 out of 7,Super Area,"Singaperumal Koil, Tiruchi Chennai Highway",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3831,06-07-2022,2,19000,900,1 out of 3,Super Area,Kodambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3832,06-07-2022,1,11500,1000,1 out of 2,Super Area,Ayappakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3833,06-07-2022,3,22000,1300,1 out of 3,Super Area,Jawahar Nagar,Chennai,Semi-Furnished,Family,3,Contact Owner
3834,27-05-2022,3,12000,1383,2 out of 4,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors,3,Contact Owner
3835,04-06-2022,2,10000,800,Ground out of 1,Carpet Area,Guduvancheri,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
3836,01-05-2022,2,15000,1500,1 out of 1,Carpet Area,Madambakkam,Chennai,Unfurnished,Bachelors,2,Contact Owner
3837,21-06-2022,3,35000,1350,Ground out of 2,Carpet Area,Anna Nagar West Extension,Chennai,Semi-Furnished,Bachelors,2,Contact Agent
3838,06-06-2022,3,70000,2000,3 out of 4,Carpet Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors,3,Contact Agent
3839,21-06-2022,3,32000,1200,Ground out of 4,Carpet Area,Anna Nagar West Extension,Chennai,Unfurnished,Bachelors,2,Contact Agent
3840,14-06-2022,3,35000,1912,1 out of 4,Carpet Area,Alwarthirunagar,Chennai,Unfurnished,Bachelors,3,Contact Agent
3841,10-07-2022,1,10000,500,1 out of 2,Carpet Area,Old Washermanpet,Chennai,Unfurnished,Bachelors,1,Contact Owner
3842,05-06-2022,2,11000,950,1 out of 1,Super Area,"Iyyappanthangal Bus Stop, Iyyappanthangal, PH Road",Chennai,Unfurnished,Bachelors,2,Contact Owner
3843,17-05-2022,2,12000,1000,1 out of 1,Carpet Area,Kolathur,Chennai,Unfurnished,Bachelors,2,Contact Owner
3844,06-05-2022,3,40000,1600,11 out of 16,Carpet Area,Prestige Bellavista,Chennai,Unfurnished,Bachelors,3,Contact Owner
3845,16-05-2022,2,8000,900,Ground out of 2,Super Area,Sithalapakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3846,16-05-2022,3,20000,1265,1 out of 3,Super Area,Adambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3847,24-05-2022,3,12000,1060,3 out of 4,Super Area,"Urapakkam, Vandalur R.F, GST Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3848,16-05-2022,2,15000,1050,1 out of 2,Super Area,Medavakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3849,10-06-2022,3,27000,1500,2 out of 4,Carpet Area,Perungudi,Chennai,Unfurnished,Bachelors,3,Contact Agent
3850,12-05-2022,2,13000,890,1 out of 2,Carpet Area,Oliyas Green court,Chennai,Unfurnished,Bachelors,2,Contact Owner
3851,10-05-2022,2,9000,700,1 out of 2,Carpet Area,Keelkattalai,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner
3852,02-07-2022,3,25000,1146,1 out of 2,Carpet Area,Chinna Porur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3853,20-05-2022,1,12000,700,1 out of 2,Super Area,Thiruvanmiyur,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
3854,09-06-2022,2,18000,800,Ground out of 2,Carpet Area,Anna Nagar East,Chennai,Semi-Furnished,Bachelors,2,Contact Agent
3855,05-07-2022,2,9500,640,Ground out of 1,Carpet Area,Mogappair West,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3856,04-06-2022,2,14000,909,5 out of 14,Super Area,Mahindra World City,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3857,25-06-2022,4,40000,2400,Ground out of 2,Carpet Area,"Palavakkam, E Coast Road",Chennai,Unfurnished,Bachelors,3,Contact Agent
3858,25-06-2022,4,70000,3800,Ground out of 1,Carpet Area,Injambakkam,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent
3859,16-05-2022,2,15000,400,1 out of 3,Super Area,Periyamet,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3860,06-05-2022,2,8500,886,2 out of 3,,Pallavan Nagar-Thiruverkadu,Chennai,Unfurnished,Family,2,Contact Owner
3861,25-05-2022,3,27500,1570,4 out of 5,Super Area,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
3862,20-05-2022,2,15000,900,1 out of 2,Super Area,Kolathur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3863,16-05-2022,1,5000,,Ground out of 2,Super Area,Medavakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3864,16-05-2022,2,26000,1600,Ground out of 2,Super Area,Madipakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3865,16-05-2022,2,14000,1000,2 out of 3,Super Area,"Chromepet, GST Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3866,12-05-2022,2,20000,850,Ground out of 4,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3867,06-06-2022,2,12000,750,Ground out of 3,Super Area,Andal Nagar,Chennai,Unfurnished,unknown,2,Contact Owner
3868,14-06-2022,2,17000,750,1 out of 2,Super Area,Kamarajar Salai,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3869,14-06-2022,3,75000,2000,3 out of 4,Carpet Area,Deepa Appartment Turnbulls,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
3870,20-05-2022,3,19500,1270,1 out of 2,Super Area,Madipakkam,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
3871,28-06-2022,2,10000,2000,1 out of 2,Carpet Area,Sadhanadhapuram,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3872,02-07-2022,2,32000,1250,3 out of 7,Super Area,Nungambakkam,Chennai,Furnished,Bachelors/Family,2,Contact Owner
3873,16-05-2022,2,15000,1000,Ground out of 2,Super Area,Velachery,Chennai,Unfurnished,Family,2,Contact Owner
3874,10-07-2022,3,28000,1050,5 out of 10,Carpet Area,Pallavaram,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent
3875,22-06-2022,2,10677,,5 out of 6,Super Area,"Kelambakkam, Old Mahabalipuram Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3876,01-07-2022,3,50000,1625,8 out of 11,Super Area,Old Mahabalipuram Road,Chennai,Furnished,Bachelors/Family,3,Contact Agent
3877,17-06-2022,3,32500,1535,1 out of 2,Super Area,Karapakkam,Chennai,Unfurnished,Bachelors/Family,3,Contact Agent
3878,14-05-2022,2,23000,850,1 out of 2,Carpet Area,Choolaimedu,Chennai,Furnished,Bachelors/Family,2,Contact Owner
3879,28-06-2022,4,75000,3800,3 out of 10,Carpet Area,"Financial District, Nanakram Guda",Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Agent
3880,30-06-2022,4,250000,4500,Ground out of 2,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,Family,4,Contact Agent
3881,20-05-2022,2,10000,1100,1 out of 3,Super Area,Meerpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
3882,10-07-2022,3,60000,3200,1 out of 5,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
3883,12-05-2022,2,12000,647,2 out of 3,Super Area,Moti Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
3884,21-06-2022,3,48000,1798,7 out of 14,Super Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
3885,06-07-2022,3,58000,1700,11 out of 17,Carpet Area,TNGOS Colony,Hyderabad,Furnished,Bachelors/Family,3,Contact Agent
3886,12-05-2022,2,14000,930,5 out of 5,Super Area,Langar Houz,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3887,30-05-2022,1,7000,150,Ground out of 2,Super Area,Musheerabad,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
3888,30-04-2022,2,13000,1200,3 out of 4,Super Area,Attapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3889,11-06-2022,2,11000,1250,2 out of 3,Super Area,poush,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
3890,10-06-2022,2,9500,,3 out of 4,Super Area,Chilakalguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3891,14-05-2022,1,7500,500,2 out of 3,Super Area,Hyderguda,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent
3892,06-07-2022,2,14000,900,Ground out of 2,Carpet Area,Karmanghat,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
3893,14-05-2022,2,16000,1100,2 out of 5,Super Area,Hyderguda,Hyderabad,Furnished,Family,2,Contact Agent
3894,14-05-2022,3,18000,1500,4 out of 5,Super Area,Hyderguda,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
3895,10-06-2022,1,8200,500,1 out of 3,Super Area,Langar Houz,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
3896,24-06-2022,3,12000,1300,1 out of 4,Carpet Area,"Ghatkesar, NH 2 2",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
3897,25-06-2022,1,10000,300,10 out of 31,Super Area,Attapur,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner
3898,16-05-2022,2,13000,800,1 out of 3,Super Area,Jagadgiri Gutta,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3899,17-05-2022,3,22000,1400,1 out of 6,Carpet Area,Aruna Colony,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3900,12-05-2022,1,10500,500,Ground out of 4,Super Area,Kothapet,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner
3901,12-05-2022,2,11000,750,3 out of 5,Super Area,Fathenagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
3902,12-05-2022,3,20000,1200,2 out of 4,Super Area,"Abids, NH 7",Hyderabad,Semi-Furnished,,3,Contact Owner
3903,03-06-2022,3,14000,1350,3 out of 4,Carpet Area,"Gayatri Hills, Jubilee Hills",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3904,06-05-2022,2,12500,1400,Ground out of 4,Super Area,Nizampet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
3905,22-06-2022,1,10500,450,3 out of 5,Super Area,Madhapur,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
3906,22-06-2022,3,30000,2061,1 out of 6,Super Area,Puppalaguda,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
3907,27-06-2022,2,11000,100,2 out of 3,Super Area,Mehdipatnam,Hyderabad,Furnished,Family,2,Contact Owner
3908,26-06-2022,2,9000,1100,2 out of 2,Super Area,"Vanasthalipuram, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3909,28-05-2022,3,35000,1650,5 out of 5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Family,3,Contact Owner
3910,05-07-2022,3,23382,1500,1 out of 1,Super Area,"Alkapur Township, Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
3911,10-06-2022,2,9500,1140,3 out of 4,Super Area,Nizampet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3912,06-05-2022,2,9000,990,Ground out of 1,Super Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors,2,Contact Owner
3913,06-05-2022,3,60000,1700,7 out of 17,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
3914,22-06-2022,2,11000,1200,2 out of 4,Super Area,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
3915,22-06-2022,2,11000,850,1 out of 3,Super Area,Mehdipatnam,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
3916,22-06-2022,2,11000,900,2 out of 3,Super Area,Musheerabad,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
3917,12-05-2022,2,8000,800,Ground out of 2,Super Area,Gopanapalli,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3918,17-06-2022,2,9000,1000,1 out of 2,Super Area,Hydershakote,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
3919,19-06-2022,2,8000,1020,3 out of 4,Super Area,Hydershakote,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3920,25-05-2022,1,5500,300,Ground out of 3,Super Area,Ameenpur,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
3921,10-06-2022,2,12000,1800,Ground out of 2,Super Area,"Quthbullapur, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3922,03-07-2022,3,25000,919,8 out of 13,Carpet Area,"Rajendra Nagar, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3923,31-05-2022,3,23000,25,5 out of 6,Carpet Area,"Sanath Nagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
3924,16-06-2022,2,12000,1050,1 out of 3,Super Area,Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3925,10-05-2022,2,6500,200,Ground out of 1,Carpet Area,Dammaiguda,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
3926,25-06-2022,1,9000,450,1 out of 4,Super Area,Moti Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
3927,30-04-2022,4,25000,1000,15 out of 20,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
3928,01-07-2022,3,12500,1250,2 out of 5,Carpet Area,Kompally,Hyderabad,,Bachelors,2,Contact Owner
3929,06-07-2022,3,45000,1900,9 out of 15,Carpet Area,"Financial District, Nanakram Guda",Hyderabad,Unfurnished,Bachelors,3,Contact Agent
3930,25-05-2022,2,27000,1500,Ground out of 4,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3931,06-07-2022,3,75000,2395,14 out of 17,Carpet Area,"Vittal Rao Nagar, Hitech City",Hyderabad,Semi-Furnished,Family,3,Contact Agent
3932,18-05-2022,2,9000,1800,1 out of 1,Super Area,"Basheer Bagh, Hyderabad,",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
3933,09-06-2022,2,12000,700,3 out of 3,Carpet Area,BHEL,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
3934,06-07-2022,3,24000,1700,4 out of 5,Super Area,"Alkapur Township, Manikonda, Outer Ring Road",Hyderabad,Unfurnished,Family,2,Contact Agent
3935,06-05-2022,2,15000,1200,2 out of 3,Super Area,"Rasoolpura, Mahatma Gandhi Road",Hyderabad,Unfurnished,Bachelors,2,Contact Owner
3936,05-06-2022,3,24000,1600,3 out of 5,Carpet Area,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
3937,25-06-2022,2,12000,745,8 out of 9,Super Area,Sainikpuri,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
3938,26-06-2022,3,27000,2210,4 out of 5,Super Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Family,3,Contact Owner
3939,06-05-2022,3,30000,1450,9 out of 13,Carpet Area,"Chandanagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
3940,29-05-2022,3,20000,1400,3 out of 4,Super Area,Narayanaguda,Hyderabad,Semi-Furnished,Family,3,Contact Owner
3941,29-04-2022,3,22000,2000,Upper Basement out of 3,Carpet Area,A 307 Blossom Heights,Hyderabad,Furnished,Bachelors,3,Contact Owner
3942,10-06-2022,4,25000,1815,2 out of 5,Super Area,Old Bowenpally,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
3943,30-04-2022,2,23000,1000,Upper Basement out of 3,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
3944,24-05-2022,2,12000,1000,3 out of 3,Super Area,in Maruthi Nagar-Dr A.S. Rao Nagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
3945,12-05-2022,2,18000,1200,5 out of 6,Super Area,Chanda Nagar,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
3946,02-06-2022,3,55000,2430,7 out of 9,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors,3,Contact Agent
3947,20-05-2022,1,5000,140,2 out of 3,Super Area,Malkajgiri,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
3948,05-07-2022,2,13000,1200,2 out of 5,Super Area,Nacharam,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3949,20-05-2022,2,9000,,2 out of 4,Super Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
3950,04-06-2022,2,7000,800,1 out of 3,Carpet Area,"Buddha Nagar Colony, Boduppal",Hyderabad,Unfurnished,Bachelors,2,Contact Owner
3951,02-06-2022,3,28000,1500,3 out of 5,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
3952,14-06-2022,2,15000,1200,2 out of 5,Super Area,Amberpet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3953,28-06-2022,3,14000,1350,2 out of 5,Super Area,KTR Colony,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
3954,23-05-2022,5,45000,2300,3 out of 5,Carpet Area,Narayanguda,Hyderabad,Unfurnished,Bachelors,3,Contact Owner
3955,22-06-2022,1,12000,1300,2 out of 4,Super Area,Alwal,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
3956,12-05-2022,2,12500,1000,3 out of 4,Super Area,"Upparpally, Hyderabad Expressway",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3957,04-06-2022,2,13000,1210,4 out of 5,Super Area,Nizampet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
3958,16-05-2022,2,9500,1050,2 out of 3,Super Area,"Bollaram, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
3959,10-07-2022,3,35000,1600,8 out of 10,Carpet Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Family,3,Contact Agent
3960,30-04-2022,1,4000,,3 out of 3,Super Area,in Syed Ali Guda,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
3961,12-05-2022,1,8000,300,4 out of 4,Super Area,"Mallepally, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
3962,08-07-2022,2,12500,1010,5 out of 5,Carpet Area,ECIL,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
3963,08-07-2022,3,65000,1850,5 out of 5,Carpet Area,"Patrika Nagar, Hitech City",Hyderabad,Furnished,Bachelors,3,Contact Owner
3964,24-06-2022,2,13000,1300,Ground out of 3,Carpet Area,"Ramanthapur, NH 2 2",Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
3965,23-06-2022,2,12500,1100,3 out of 3,Carpet Area,Chanda Nagar,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
3966,10-07-2022,3,45000,2200,3 out of 5,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
3967,17-06-2022,1,6000,500,5 out of 5,Built Area,Seri Lingampally,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
3968,06-07-2022,3,50000,2290,4 out of 24,Super Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Bachelors,3,Contact Agent
3969,10-07-2022,3,40000,1900,4 out of 5,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
3970,10-07-2022,3,30000,1600,2 out of 5,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
3971,30-04-2022,2,7000,800,2 out of 3,Super Area,Chandrayanguttabalguda,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
3972,06-07-2022,3,25000,1600,2 out of 5,Super Area,"Sanath Nagar, NH 9",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
3973,02-06-2022,1,9000,500,1 out of 5,Super Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
3974,16-05-2022,3,16000,1500,2 out of 3,Carpet Area,"Pragathi Nagar, Kukatpally",Hyderabad,Furnished,Family,3,Contact Owner
3975,06-05-2022,1,10500,650,1 out of 3,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
3976,06-07-2022,4,100000,3300,Ground out of 14,Carpet Area,"Vittal Rao Nagar, Hitech City",Hyderabad,Semi-Furnished,Family,4,Contact Agent
3977,26-06-2022,2,9000,1200,Ground out of 1,Super Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
3978,14-06-2022,2,11000,800,2 out of 3,Super Area,Ram nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3979,06-05-2022,3,24000,1200,1 out of 3,Super Area,"Kachiguda, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner
3980,06-05-2022,2,12000,1000,2 out of 3,Super Area,"Nallagandla, Serilingampally",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
3981,02-07-2022,2,20000,1600,1 out of 2,Super Area,Kothapet,Hyderabad,Unfurnished,Family,3,Contact Owner
3982,03-07-2022,2,24000,1200,1 out of 3,Carpet Area,Dr A.S. Rao Nagar,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
3983,05-07-2022,2,12000,1100,2 out of 2,Super Area,"Balapur X road,Triveni nagar",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3984,10-07-2022,3,12000,1250,2 out of 6,Carpet Area,Alwal,Hyderabad,Semi-Furnished,Family,3,Contact Owner
3985,25-06-2022,2,10000,1100,Ground out of 2,Carpet Area,Gajularamaram,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
3986,08-07-2022,2,45000,1600,1 out of 6,Super Area,Kattedan Rd,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
3987,16-06-2022,2,22000,,2 out of 2,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3988,06-05-2022,1,6500,455,2 out of 3,Super Area,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
3989,25-05-2022,3,40000,1473,23 out of 23,Super Area,"Kukatpally, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
3990,02-07-2022,5,300000,4050,Ground out of 5,Super Area,"Bandlaguda Jagir,, Hyderabad",Hyderabad,Unfurnished,Bachelors/Family,4,Contact Owner
3991,25-06-2022,1,4000,400,Ground out of 1,Super Area,Borabanda,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
3992,29-06-2022,2,12000,1300,1 out of 2,Super Area,"Gandhamguda, Bairagiguda",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3993,06-07-2022,4,27000,2520,2 out of 2,Carpet Area,Defence Colony Layout,Hyderabad,Semi-Furnished,Family,5,Contact Owner
3994,22-06-2022,1,10000,500,2 out of 5,Super Area,Gachibowli,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner
3995,06-05-2022,2,10000,200,Ground out of 2,Super Area,"Pathar Gatti, NH 7",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
3996,12-05-2022,2,10000,1200,Ground out of 1,Super Area,Upperpally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
3997,07-07-2022,3,18000,1950,2 out of 5,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
3998,10-07-2022,1,14500,500,2 out of 5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors,1,Contact Agent
